租金(元),面积(平米),均价,评分,户型,室,厅,卫,装修,出租方式,面积评分,租金评分,装修评分,地址评分,总评分,地址,url
4500.0,40.0,112.5,100%,1室1厅1卫,1,1,1,豪华装修,整租,0,0,1,1,2,深圳南山蛇口工业八路与四海路交汇处,http://sz.zu.fang.com/chuzu/3_209822922_1.htm
4600.0,60.0,76.67,0%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区中心区海城路上（新湖路和海城路交汇处西南角）,http://sz.zu.fang.com/chuzu/3_209915899_1.htm
3500.0,89.0,39.33,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗中心区龙城南路与龙岗大道交界处（地铁3号线龙城广场A,http://sz.zu.fang.com/chuzu/3_209456704_1.htm
4500.0,89.0,50.56,100%,4室2厅1卫,4,2,1,精装修,整租,1,0,1,0,2,深圳龙岗地铁3号线大运站C出口,http://sz.zu.fang.com/chuzu/3_209091985_1.htm
4200.0,45.0,93.33,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_204973792_1.htm
4000.0,86.0,46.51,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳光明新区松白路与金安路交汇处（近公明汽车站）,http://sz.zu.fang.com/chuzu/3_209025722_1.htm
1250.0,28.0,44.64,100%,1室0厅1卫,1,0,1,豪华装修,整租,0,1,1,0,2,深圳宝安石岩街道办,http://sz.zu.fang.com/chuzu/3_209586886_1.htm
3000.0,81.0,37.04,33%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗宝荷路与沙荷路交汇处（正中高尔夫对面）,http://sz.zu.fang.com/chuzu/3_208935319_1.htm
4300.0,80.0,53.75,100%,3室2厅1卫,3,2,1,豪华装修,整租,1,0,1,0,2,深圳宝安福永街道大洋路与塘新路交汇处,http://sz.zu.fang.com/chuzu/3_209660969_1.htm
1900.0,16.0,118.75,100%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳福田深圳市福田区燕南路96号,http://sz.zu.fang.com/chuzu/3_209913776_1.htm
2800.0,68.0,41.18,100%,2室2厅2卫,2,2,2,精装修,整租,1,0,1,0,2,深圳龙岗中心区龙城南路与龙岗大道交界处（地铁3号线龙城广场A,http://sz.zu.fang.com/chuzu/3_209727496_1.htm
3500.0,60.0,58.33,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安中心区海滨大道与西乡大道交汇处,http://sz.zu.fang.com/chuzu/3_209790103_1.htm
2700.0,48.0,56.25,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗深圳地铁三号线龙城广场站、南联站之间（南联站A出口）,http://sz.zu.fang.com/chuzu/3_209592379_1.htm
4900.0,53.0,92.45,100%,1室2厅1卫,1,2,1,中装修,整租,1,0,0,1,2,深圳南山前海路以西、东滨路以北,http://sz.zu.fang.com/chuzu/3_209725231_1.htm
2600.0,54.0,48.15,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗布吉镇上水径布龙路边307总站旁边,http://sz.zu.fang.com/chuzu/3_209036926_1.htm
4400.0,138.0,31.88,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳宝安沙井镇鸿荣源禧园北侧(11号地铁线沙井站出口处),http://sz.zu.fang.com/chuzu/3_209522046_1.htm
4200.0,32.0,131.25,100%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,1,2,深圳南山后海大道与花果山路交汇处,http://sz.zu.fang.com/chuzu/3_209632592_1.htm
900.0,28.0,32.14,50%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳宝安沙井宝安大道与新沙路交汇处北,http://sz.zu.fang.com/chuzu/3_209583703_1.htm
2800.0,76.0,36.84,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳坪山区管委会及中心公园旁,http://sz.zu.fang.com/chuzu/3_209913162_1.htm
4800.0,39.0,123.08,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,1,2,深圳南山南油大道与桃园路交汇处,http://sz.zu.fang.com/chuzu/3_208658396_1.htm
4800.0,91.0,52.75,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳盐田沙头角梧桐山隧道口,http://sz.zu.fang.com/chuzu/3_209155506_1.htm
3500.0,105.0,33.33,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳龙岗深汕公路与深汕高速交汇处（沈海高速龙岗出口右拐200,http://sz.zu.fang.com/chuzu/3_209872910_1.htm
3500.0,43.0,81.4,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖莲塘罗沙路与聚宝路交汇处东南面,http://sz.zu.fang.com/chuzu/3_209541856_1.htm
2300.0,43.0,53.49,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳龙岗深圳地铁三号线龙城广场站、南联站之间（南联站A出口）,http://sz.zu.fang.com/chuzu/3_209651976_1.htm
3500.0,72.0,48.61,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗布龙公路与深惠公路交汇处北,http://sz.zu.fang.com/chuzu/3_209840268_1.htm
3500.0,89.0,39.33,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗深圳市龙岗区宝龙片区宝荷路与宝横路交汇处东北侧,http://sz.zu.fang.com/chuzu/3_208520659_1.htm
3000.0,80.0,37.5,0%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗平湖良安田平安大道与良白路交汇处（华南城北大门东南侧,http://sz.zu.fang.com/chuzu/3_209482349_1.htm
4800.0,75.0,64.0,100%,2室2厅2卫,2,2,2,豪华装修,整租,1,0,1,0,2,深圳福田福田南路7号,http://sz.zu.fang.com/chuzu/3_207114658_1.htm
3700.0,48.0,77.08,100%,1室2厅1卫,1,2,1,精装修,整租,1,0,1,0,2,深圳宝安福永镇同富裕路,http://sz.zu.fang.com/chuzu/3_208910851_1.htm
3800.0,112.0,33.93,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗平吉大道北297号,http://sz.zu.fang.com/chuzu/3_209785111_1.htm
4500.0,70.0,64.29,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖东门老街东门中路,http://sz.zu.fang.com/chuzu/3_208513304_1.htm
3800.0,68.0,55.88,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区沙井街道办壆岗村新沙路与永通路交汇处,http://sz.zu.fang.com/chuzu/3_208990327_1.htm
2980.0,81.0,36.79,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安沙井镇鸿荣源禧园北侧(11号地铁线沙井站出口处),http://sz.zu.fang.com/chuzu/3_209521998_1.htm
4800.0,83.0,57.83,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安福永镇同富裕路,http://sz.zu.fang.com/chuzu/3_209639560_1.htm
4100.0,76.0,53.95,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安蚝业路,http://sz.zu.fang.com/chuzu/3_209766185_1.htm
4800.0,110.0,43.64,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安前进二路与汇江一路交汇处东北角,http://sz.zu.fang.com/chuzu/3_209674196_1.htm
1000.0,28.0,35.71,50%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳宝安桥头地铁站附近,http://sz.zu.fang.com/chuzu/3_209568333_1.htm
4800.0,71.0,67.61,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳龙岗布吉湖南路与深惠路交汇处,http://sz.zu.fang.com/chuzu/3_209871429_1.htm
4400.0,67.0,65.67,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗地铁三号线横岗站B出口,http://sz.zu.fang.com/chuzu/3_208991768_1.htm
3000.0,43.0,69.77,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,1,2,深圳南山学府路与南光路交汇处,http://sz.zu.fang.com/chuzu/3_208849594_1.htm
2800.0,78.0,35.9,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安松岗沙江西路与朗碧路交汇处,http://sz.zu.fang.com/chuzu/3_209794951_1.htm
4100.0,45.0,91.11,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_204540419_1.htm
4600.0,60.0,76.67,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳罗湖罗湖区太白路1028号,http://sz.zu.fang.com/chuzu/3_209299494_1.htm
1800.0,36.0,50.0,100%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳盐田明珠大道和盐北四街交汇处北侧,http://sz.zu.fang.com/chuzu/3_208071597_1.htm
4200.0,100.0,42.0,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳盐田区盐田路与明珠大道交汇处,http://sz.zu.fang.com/chuzu/3_209650254_1.htm
4000.0,79.0,50.63,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳盐田盐田中心区北山道（盐田双拥公园旁）,http://sz.zu.fang.com/chuzu/3_207103377_1.htm
4300.0,78.0,55.13,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安松岗街道东方大道与松岗大道交汇处,http://sz.zu.fang.com/chuzu/3_209924867_1.htm
4500.0,89.0,50.56,50%,2室2厅2卫,2,2,2,精装修,整租,1,0,1,0,2,深圳宝安76区前进二路与西乡大道交汇处,http://sz.zu.fang.com/chuzu/3_209862438_1.htm
3800.0,88.0,43.18,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳光明新区公明中心区松白路与马田路交汇处,http://sz.zu.fang.com/chuzu/3_209617477_1.htm
3500.0,76.0,46.05,75%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳龙岗康乐路与乐园路交汇处,http://sz.zu.fang.com/chuzu/3_209611438_1.htm
4200.0,45.0,93.33,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳罗湖罗湖友谊路与江贝路交汇处东南角,http://sz.zu.fang.com/chuzu/3_209702236_1.htm
3400.0,43.0,79.07,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳罗湖莲塘罗沙路与聚宝路交汇处东南面,http://sz.zu.fang.com/chuzu/3_209905902_1.htm
4100.0,43.0,95.35,100%,1室0厅1卫,1,0,1,精装修,整租,1,0,1,0,2,深圳罗湖深南中路红岭路红宝路中间,http://sz.zu.fang.com/chuzu/3_209419594_1.htm
2600.0,100.0,26.0,50%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳光明新区公明中心区华发路与别墅路交汇处东南面(雍景城斜对面),http://sz.zu.fang.com/chuzu/3_209682971_1.htm
3000.0,81.0,37.04,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安松岗沙江西路与朗碧路交汇处,http://sz.zu.fang.com/chuzu/3_209355730_1.htm
2000.0,45.0,44.44,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安宝安新安街道上川二路与公园路交汇处上合村,http://sz.zu.fang.com/chuzu/3_209874129_1.htm
2200.0,56.0,39.29,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳光明新区公明中心区松白路与马田路交汇处,http://sz.zu.fang.com/chuzu/3_209854525_1.htm
3000.0,71.0,42.25,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳龙岗龙岗中心城龙翔大道与盛龙路交汇处（龙城广场东北）,http://sz.zu.fang.com/chuzu/3_209837571_1.htm
4200.0,45.0,93.33,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_205217464_1.htm
4700.0,82.0,57.32,33%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安前进二路与流塘路交汇处,http://sz.zu.fang.com/chuzu/3_209749279_1.htm
2800.0,89.0,31.46,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗宝荷路与沙荷路交汇处（正中高尔夫对面）,http://sz.zu.fang.com/chuzu/3_209348729_1.htm
4100.0,45.0,91.11,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_206549849_1.htm
1450.0,32.0,45.31,100%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳龙岗坂田长坑地段布龙公路168号,http://sz.zu.fang.com/chuzu/3_209146376_1.htm
3800.0,70.0,54.29,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗布吉镇深惠公路与李朗大道交汇处,http://sz.zu.fang.com/chuzu/3_209781587_1.htm
3300.0,89.0,37.08,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗平湖良安田平安大道与良白路交汇处（华南城北大门东南侧,http://sz.zu.fang.com/chuzu/3_209014282_1.htm
2200.0,49.0,44.9,50%,1室1厅1卫,1,1,1,豪华装修,整租,1,0,1,0,2,深圳宝安沙井中心路与蚝乡路交汇处,http://sz.zu.fang.com/chuzu/3_207781524_1.htm
4000.0,65.0,61.54,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳龙岗龙岗布吉街道办罗岗京南路1号,http://sz.zu.fang.com/chuzu/3_209907061_1.htm
3300.0,89.0,37.08,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安福永街道白石厦,http://sz.zu.fang.com/chuzu/3_208398697_1.htm
4200.0,87.0,48.28,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗平湖·富安大道与平安大道交汇处,http://sz.zu.fang.com/chuzu/3_209193978_1.htm
4800.0,53.0,90.57,0%,1室1厅1卫,1,1,1,豪华装修,整租,1,0,1,0,2,深圳罗湖深南中路红岭路红宝路中间,http://sz.zu.fang.com/chuzu/3_209012463_1.htm
4800.0,125.0,38.4,100%,3室1厅2卫,3,1,2,精装修,整租,1,0,1,0,2,深圳宝安宝安区前进二路,http://sz.zu.fang.com/chuzu/3_209241873_1.htm
3800.0,81.0,46.91,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安福永街道大洋路与塘新路交汇处,http://sz.zu.fang.com/chuzu/3_209713508_1.htm
1550.0,30.0,51.67,0%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳宝安宝安区宝安31区,http://sz.zu.fang.com/chuzu/3_209840291_1.htm
4500.0,77.0,58.44,100%,3室2厅2卫,3,2,2,豪华装修,整租,1,0,1,0,2,深圳龙岗布吉镇坂雪岗工业区，梅观高速与机荷高速交汇处,http://sz.zu.fang.com/chuzu/3_208895394_1.htm
3800.0,89.0,42.7,0%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳光明新区松白路与金安路交汇处（近公明汽车站）,http://sz.zu.fang.com/chuzu/3_208832544_1.htm
2900.0,70.0,41.43,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗中心区龙城南路与龙岗大道交界处（地铁3号线龙城广场A,http://sz.zu.fang.com/chuzu/3_209727279_1.htm
2000.0,50.0,40.0,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安沙井中心路与蚝乡路交汇处,http://sz.zu.fang.com/chuzu/3_209583559_1.htm
4000.0,42.0,95.24,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田红荔路与皇岗路交界西南角,http://sz.zu.fang.com/chuzu/3_209284746_1.htm
4800.0,113.0,42.48,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗龙岗中心城龙翔大道与吉祥路交汇处北侧,http://sz.zu.fang.com/chuzu/3_209479711_1.htm
4800.0,78.0,61.54,100%,2室2厅1卫,2,2,1,豪华装修,整租,1,0,1,0,2,深圳罗湖翠竹田贝二路,http://sz.zu.fang.com/chuzu/3_208904189_1.htm
1400.0,112.0,12.5,100%,7室2厅2卫,7,2,2,中装修,整租,1,1,0,0,2,深圳宝安深圳市宝安区悦和路6号,http://sz.zu.fang.com/chuzu/3_209003957_1.htm
3200.0,55.0,58.18,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安流塘路与前进二路交汇处(流塘新村旁),http://sz.zu.fang.com/chuzu/3_207987657_1.htm
4000.0,89.0,44.94,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳光明新区公明街道振明路（红花山对面）,http://sz.zu.fang.com/chuzu/3_208231146_1.htm
4800.0,85.0,56.47,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安宝安区宝城21区,http://sz.zu.fang.com/chuzu/3_209921420_1.htm
1550.0,20.0,77.5,100%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳盐田盐田路与东海道交汇处，盐田路北面，东海道东面,http://sz.zu.fang.com/chuzu/3_209787040_1.htm
4800.0,66.0,72.73,50%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗龙翔大道与德政路交汇处（龙岗区政府对面）,http://sz.zu.fang.com/chuzu/3_207534045_1.htm
4500.0,88.0,51.14,100%,4室2厅2卫,4,2,2,精装修,整租,1,0,1,0,2,深圳龙岗广东省深圳市龙岗中心城愉龙路与清林路交汇处北300米,http://sz.zu.fang.com/chuzu/3_209905210_1.htm
3000.0,88.0,34.09,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗龙岗吉祥南路转龙腾三路南侧（3号线吉祥地铁站A出口南,http://sz.zu.fang.com/chuzu/3_208831381_1.htm
4900.0,47.0,104.26,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安兴华一路与海秀路交汇处,http://sz.zu.fang.com/chuzu/3_209553771_1.htm
4800.0,66.0,72.73,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安新安街道建安一路与新圳路交汇处,http://sz.zu.fang.com/chuzu/3_209667641_1.htm
4800.0,90.0,53.33,100%,3室2厅1卫,3,2,1,豪华装修,整租,1,0,1,0,2,深圳宝安广东省深圳市宝安区洪浪北路27号,http://sz.zu.fang.com/chuzu/3_209715111_1.htm
4500.0,86.0,52.33,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安前进一路与兴华二路交汇处,http://sz.zu.fang.com/chuzu/3_209880440_1.htm
4000.0,72.0,55.56,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安新安街道建安一路与新圳路交汇处,http://sz.zu.fang.com/chuzu/3_209847974_1.htm
4800.0,46.0,104.35,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区中心区海城路上（新湖路和海城路交汇处西南角）,http://sz.zu.fang.com/chuzu/3_209899349_1.htm
3200.0,45.0,71.11,0%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳龙岗布吉深惠公路303号,http://sz.zu.fang.com/chuzu/3_209816638_1.htm
4000.0,47.0,85.11,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安流塘路与前进二路交汇处(流塘新村旁),http://sz.zu.fang.com/chuzu/3_209864808_1.htm
4500.0,47.0,95.74,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田福田保税区绒花路与益田路交汇处,http://sz.zu.fang.com/chuzu/3_209797854_1.htm
3800.0,105.0,36.19,100%,3室1厅1卫,3,1,1,精装修,整租,1,0,1,0,2,深圳龙岗平湖良安田平安大道与良白路交汇处（华南城北大门东南侧,http://sz.zu.fang.com/chuzu/3_209913959_1.htm
2500.0,75.0,33.33,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳坪山区管委会及中心公园旁,http://sz.zu.fang.com/chuzu/3_209195768_1.htm
4700.0,90.0,52.22,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安宝安区西乡街道办107国道广深路西乡段146号,http://sz.zu.fang.com/chuzu/3_209566523_1.htm
4500.0,83.0,54.22,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安东方大道36号,http://sz.zu.fang.com/chuzu/3_209765576_1.htm
3800.0,89.0,42.7,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳宝安沿江新城新沙路与环镇路交汇处东北角,http://sz.zu.fang.com/chuzu/3_209911469_1.htm
3600.0,28.0,128.57,20%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,1,2,深圳南山桃园路与南新路交汇处,http://sz.zu.fang.com/chuzu/3_209091714_1.htm
4200.0,45.0,93.33,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_207347935_1.htm
4800.0,87.0,55.17,100%,3室1厅1卫,3,1,1,精装修,整租,1,0,1,0,2,深圳宝安前进路和兴华二路交汇处,http://sz.zu.fang.com/chuzu/3_209894884_1.htm
4000.0,53.0,75.47,100%,1室2厅1卫,1,2,1,精装修,整租,1,0,1,0,2,深圳罗湖广东省深圳市罗湖区文锦北路1155,http://sz.zu.fang.com/chuzu/3_209233206_1.htm
4800.0,41.0,117.07,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田莲花西路与景田路交汇处,http://sz.zu.fang.com/chuzu/3_209907614_1.htm
3000.0,89.0,33.71,0%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳光明新区光明大道与河心南路交汇处,http://sz.zu.fang.com/chuzu/3_209113096_1.htm
4600.0,66.0,69.7,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖东湖路与东昌路交汇处,http://sz.zu.fang.com/chuzu/3_209376784_1.htm
3200.0,45.0,71.11,100%,1室1厅1卫,1,1,1,简装修,整租,1,0,0,1,2,深圳南山西丽沙河西路工商银行附近,http://sz.zu.fang.com/chuzu/3_201806383_1.htm
3200.0,48.0,66.67,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安西乡兴业路与悦和路交汇处,http://sz.zu.fang.com/chuzu/3_209614336_1.htm
4600.0,89.0,51.69,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安前海大空港福永中心107国道西侧,http://sz.zu.fang.com/chuzu/3_209898743_1.htm
4900.0,105.0,46.67,100%,5室2厅2卫,5,2,2,豪华装修,整租,1,0,1,0,2,深圳宝安东方大道36号,http://sz.zu.fang.com/chuzu/3_209686706_1.htm
3790.0,70.0,54.14,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安西乡大道与前进路交汇处东北侧,http://sz.zu.fang.com/chuzu/3_209763381_1.htm
4000.0,89.0,44.94,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗区西浦路,http://sz.zu.fang.com/chuzu/3_209291575_1.htm
2500.0,80.0,31.25,0%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳龙岗宝荷路与沙荷路交汇处（正中高尔夫对面）,http://sz.zu.fang.com/chuzu/3_209921417_1.htm
1500.0,92.0,16.3,100%,3室2厅1卫,3,2,1,简装修,整租,1,1,0,0,2,深圳龙岗布吉清水河小关口西环路德兴路口,http://sz.zu.fang.com/chuzu/3_209918705_1.htm
3900.0,45.0,86.67,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_208134763_1.htm
4500.0,52.0,86.54,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖聚福路与仙湖路交汇处,http://sz.zu.fang.com/chuzu/3_208954600_1.htm
2700.0,91.0,29.67,100%,2室2厅1卫,2,2,1,精装修,整租,1,0,1,0,2,深圳东莞凤岗镇龙平西路（龙城工业园西侧）,http://sz.zu.fang.com/chuzu/3_207706290_1.htm
4600.0,87.0,52.87,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安新安前进一路,http://sz.zu.fang.com/chuzu/3_206469927_1.htm
3600.0,88.0,40.91,100%,3室2厅2卫,3,2,2,精装修,整租,1,0,1,0,2,深圳龙岗广东省深圳市盐龙大道与黄阁路交叉口路东,http://sz.zu.fang.com/chuzu/3_209617979_1.htm
4600.0,38.0,121.05,100%,1室1厅1卫,1,1,1,精装修,整租,0,0,1,1,2,深圳南山蛇口工业八路与四海路交汇处,http://sz.zu.fang.com/chuzu/3_209021889_1.htm
3000.0,98.0,30.61,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安沙井镇鸿荣源禧园北侧(11号地铁线沙井站出口处),http://sz.zu.fang.com/chuzu/3_209456854_1.htm
2000.0,50.0,40.0,0%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳宝安宝安大道与固戍二路交汇处,http://sz.zu.fang.com/chuzu/3_209819978_1.htm
4900.0,76.0,64.47,82%,2室2厅1卫,2,2,1,豪华装修,整租,1,0,1,0,2,深圳宝安新城大道与创业西路交汇处,http://sz.zu.fang.com/chuzu/3_209921361_1.htm
3600.0,94.0,38.3,100%,3室2厅1卫,3,2,1,精装修,整租,1,0,1,0,2,深圳宝安福永镇广深路东侧兴益路口,http://sz.zu.fang.com/chuzu/3_209148546_1.htm
4300.0,45.0,95.56,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳福田上步路和八卦二路交汇处,http://sz.zu.fang.com/chuzu/3_208795842_1.htm
2280.0,35.0,65.14,0%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,1,2,深圳南山南山西丽沙河西路,http://sz.zu.fang.com/chuzu/3_209706276_1.htm
2280.0,38.0,60.0,0%,1室0厅1卫,1,0,1,精装修,整租,0,0,1,1,2,深圳南山西丽深圳大学城附近,http://sz.zu.fang.com/chuzu/3_209632728_1.htm
4800.0,48.0,100.0,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳宝安新安宝城5区建安一路与新圳西路交汇处,http://sz.zu.fang.com/chuzu/3_209737785_1.htm
3800.0,60.0,63.33,100%,2室1厅1卫,2,1,1,精装修,整租,1,0,1,0,2,深圳罗湖莲塘路与鹏兴路交汇处,http://sz.zu.fang.com/chuzu/3_208487303_1.htm
1680.0,32.0,52.5,0%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳宝安福永镇同富裕路,http://sz.zu.fang.com/chuzu/3_209399814_1.htm
1500.0,32.0,46.88,100%,1室1厅1卫,1,1,1,精装修,整租,0,1,1,0,2,深圳龙岗横岗街道深惠路与荷坳路交汇处,http://sz.zu.fang.com/chuzu/3_209499090_1.htm
1500.0,28.0,53.57,0%,1室0厅1卫,1,0,1,精装修,整租,0,1,1,0,2,深圳宝安宝安大道与固戍二路交汇处,http://sz.zu.fang.com/chuzu/3_209399890_1.htm
3800.0,44.0,86.36,100%,1室1厅1卫,1,1,1,精装修,整租,1,0,1,0,2,深圳龙岗龙岗大道1号,http://sz.zu.fang.com/chuzu/3_209764602_1.htm
